Organization Name,startup_uuid,Organization Name URL,Number of Founders,Founders
AdmitHub,40d71c3a-2dc6-fe5d-7502-f5c8bb1a9356,https://www.crunchbase.com/organization/admithub,2,"Andrew Magliozzi, Kirk Daulerio"
AetherPal,40dff9f3-4299-e7dd-a720-e97076275bee,https://www.crunchbase.com/organization/aetherpal,2,"Deepak Gonsalves, Ron Parmar"
Counsyl,40f567b7-0d16-2f64-470b-c0b447b15129,https://www.crunchbase.com/organization/counsyl,4,"Balaji Srinivasan, Eric Evans, Ramji Srinivasan, Rishi Kacker"
Big Health,40fe9eea-4589-4dea-9e53-d40843b31027,https://www.crunchbase.com/organization/big-health,2,"Colin Espie, Peter Hames"
Frequency540,41101793-e359-9a68-39c0-7199e9dfed07,https://www.crunchbase.com/organization/frequency540,3,"Andrew Swinand, Charlie Stone, Eric Langshur"
Chatbooks,412ca36b-a58b-88cc-e3e9-4bac1dd3dd0f,https://www.crunchbase.com/organization/chatbooks,3,"Nathan Quigley, Steven Bentz, Vanessa Quigley"
Toast,4157109f-9e72-688c-a124-359da8c89ba9,https://www.crunchbase.com/organization/toast,3,"Aman Narang, Jonathan Grimm, Steve Fredette"
Robinhood,416156d2-f0de-7c42-8303-6eaeab697c26,https://www.crunchbase.com/organization/robinhood,2,"Baiju Bhatt, Vlad Tenev"
Moderna Therapeutics,416361c1-aa7c-8fce-1ab1-5d03b0f433bc,https://www.crunchbase.com/organization/moderna-therapeutics,3,"Noubar Afeyan, Robert Langer, Stephane Bancel"
Rocket Wagon,418682f3-b8db-ebe2-916e-d515654f84c2,https://www.crunchbase.com/organization/rocket-wagon,3,"Luke Libraro, Phil Perkins, Skylar Roebuck"
PernixData,41980d30-3b45-8389-9b75-ea679ad67cf4,https://www.crunchbase.com/organization/pernixdata,2,"Poojan Kumar, Satyam Vaghani"
Humatics,41bbe44f-8daf-b697-1fb7-9034114aa990,https://www.crunchbase.com/organization/humatics,2,"David Mindell, Gary Cohen"
Evidon,41d4d464-a4f9-b40b-d396-192c6e5c2234,https://www.crunchbase.com/organization/evidon,5,"Colin O'Malley, David Cancel, Edward Kozek, Scott Meyer, Simeon Simeonov"
Cloudinary,41d60ebc-243d-2310-cfb3-40ed6a46849a,https://www.crunchbase.com/organization/cloudinary,3,"Itai Lahan, Nadav Soferman, Tal Lev-Ami"
Transcend,41f94cc7-6edb-40c4-b928-b12d5957fab2,https://www.crunchbase.com/organization/transcend,2,"Ben Brook, Michael Farrell"
Mailgun,420d7078-24de-e042-4e00-0f7c347eefe8,https://www.crunchbase.com/organization/mailgun,2,"Ev Kontsevoy, Taylor Wakefield"
Grabr,421ada99-dc1b-2744-7319-b47545f9aae1,https://www.crunchbase.com/organization/grabr,2,"Artem Fedyaev, Daria Rebenok"
"Mad Mobile, Inc.",421bc645-d76b-93c2-6503-8f48379323cc,https://www.crunchbase.com/organization/mad-mobile-inc,2,"Bruce Bennett, Greg Schmitzer"
RigUp,422a8244-18f6-01ae-ecaf-a79684c99bdb,https://www.crunchbase.com/organization/rigup,3,"Michael Witte, Sandeep Jain, Xuan Yong"
SweetLabs,42719ae6-8a13-c91d-c812-2eeb1bf6d356,https://www.crunchbase.com/organization/sweetlabs,6,"Adrian Bourke, Blake Machado, Chester Ng, Darrius Thompson, Mark Chweh, Matt Meredith"
SquadLocker,4272c51a-f925-ec6e-b8e4-0d4399d14016,https://www.crunchbase.com/organization/squadlocker,2,"Frank Tillinghast, Gary Goldberg"
DivvyCloud,4275fdd9-cc4d-a6c5-b7c8-beae107d3aaa,https://www.crunchbase.com/organization/divvycloud,2,"Brian Johnson, Chris DeRamus"
UpOut,4293d329-6d53-8a1b-33cf-8222b8f1897f,https://www.crunchbase.com/organization/upout,3,"Martin Shen, Sam Ho, Will King"
Flux7,4297c71b-d556-4b3f-aaaa-18a89eb35518,https://www.crunchbase.com/organization/flux7,2,"Aater Suleman, Ali Hussain"
WibiData,42e4b60b-1ae6-cd9e-6ab4-c26c0ad15432,https://www.crunchbase.com/organization/wibidata,3,"Aaron Kimball, Christophe Bisciglia, Garrett Wu"
XY Planning Network,4365150e-e02d-f7af-2f2e-d4fcaa4ef2ee,https://www.crunchbase.com/organization/xy-planning-network,2,"Alan Moore, Michael Kitces"
Kika Tech,43712171-0de6-c1d5-e8f8-ebe555749fa8,https://www.crunchbase.com/organization/kika-tech,2,"Bill Hu, Ric Zhou"
The Participation Agency,43777499-7fbb-0ba5-02c6-6238453a3208,https://www.crunchbase.com/organization/the-participation-agency,2,"Jessica Resler, Ruthie Schulder"
Dreamscape Immersive,4381ad1a-828b-f962-b68f-5976d97d5fae,https://www.crunchbase.com/organization/dreamscape-immersive,5,"Caecilia Charbonnier, Kevin Wall, Ronald Menzel, Sylvain ChaguâÂ©, Walter Parkes"
Leapfactor,43afbfe6-fdac-78bf-8f71-d1736b4595d0,https://www.crunchbase.com/organization/leapfactor,2,"Lionel Carrasco, Marcela Henao"
Stoyo,43d63f6a-4f67-4741-8409-f9e698686037,https://www.crunchbase.com/organization/stoyo,2,"Markus Mohr, Patrick Bales"
ArcTouch,43e6717c-a954-bb2e-af7f-311e5b3a19a8,https://www.crunchbase.com/organization/arctouch,2,"Adam Fingerman, Eric N. Shapiro"
Goodtime Labs,43f7a5c5-85c0-fab9-5639-465c6ca32bde,https://www.crunchbase.com/organization/goodtime,3,"Max Noelle, Phillip Buckendorf, Xavier de Ryckel"
Techweek,44300b56-df74-8442-88b2-eff452038e50,https://www.crunchbase.com/organization/techweek,4,"Brian Mayer, Geoff Domoracki, Jonathan Pasky, Rebekah Keida"
Fatherly,448617ca-9621-aa61-ef02-38dd4555be29,https://www.crunchbase.com/organization/fatherly,2,"Michael Rothman, Simon Isaacs"
Blue River Technology,449a012b-118d-2f01-c62b-844e3b45094a,https://www.crunchbase.com/organization/blue-river-technology,2,"Jorge Heraud, Lee Redden"
RecruitiFi,44aa557f-024b-429f-cad0-4ba27eb32f2c,https://www.crunchbase.com/organization/recruitifi,5,"Brin McCagg, Jesse Glass, Justin Luciani, Norman Clausen, Sammy Smith"
Vinli,44e09630-1b3d-fa4b-505b-03a5a9be8938,https://www.crunchbase.com/organization/vinli,2,"Mark Haidar, Scott Harper"
Bomoda,44e235db-3c46-1110-ab52-c72b8301355b,https://www.crunchbase.com/organization/bomoda,2,"Brian Buchwald, Suki Sun"
Argo AI,44e89f00-dd04-e003-18a4-cba5f10c4f72,https://www.crunchbase.com/organization/argo-ai,2,"Bryan Salesky, Peter Rander"
SAVANT,44f3290e-8689-2f09-2576-2fc25efaa954,https://www.crunchbase.com/organization/savant,3,"Chris Bordeaux, Iqbal Arshad, Jason Randolph"
Leesa,44fe26d3-5e04-9583-abf9-0470f8f5ae49,https://www.crunchbase.com/organization/leesa,3,"David Wolf, David Wolfe, Jamie Diamonstein"
Giving Assistant,44ff84cc-bcaf-14f5-09f4-9cb96bd863a3,https://www.crunchbase.com/organization/giving-assistant,5,"James Gray, Jim Carter III, Katie Horgan, Ryan Quiel, Scott Everson"
Corelight,4532bdeb-f9d9-2ab2-fa5f-c9d9c5712d9f,https://www.crunchbase.com/organization/corelight,3,"Robin Sommer, Seth Hall, Vern Paxson"
Par8o,4545aebe-4ce8-6df9-b9f4-6d8ea5ac51a2,https://www.crunchbase.com/organization/par8o,2,"Adam Sharp, Daniel Palestrant"
LeanData,454ffb65-0074-fd22-cc13-e0e4551c1c70,https://www.crunchbase.com/organization/leandata,2,"Evan Liang, Kelvin Cheung"
Formlabs,4557ecd0-4857-c69b-c419-d75c3e7044f3,https://www.crunchbase.com/organization/formlabs,3,"David Cranor, Maxim Lobovsky, Natan Linder"
Beacon,4564d8fc-7af2-403c-8e9b-f768d9f592bf,https://www.crunchbase.com/organization/beacon,2,"Kirat Singh, Mark Higgins"
8ninths Inc.,45832119-f385-b5a1-76c9-4adc5cd72563,https://www.crunchbase.com/organization/8ninths,2,"Adam Sheppard, William Lai"
Upshot,45850fe7-2e7d-2a8a-bf70-c11fc53d4cda,https://www.crunchbase.com/organization/upshot,2,"Joseph Turian, Thomas Kim"
Mosaic,45a08d01-2bb9-fa44-e7f6-be1f42028e4f,https://www.crunchbase.com/organization/solar-mosaic,4,"Alastair Jenkins, Billy Parish, Daniel Rosen, Derek Best"
HealthCrowd,45b4704a-110a-b397-cac0-5f6539138eaa,https://www.crunchbase.com/organization/healthcrowd,2,"Clive Wu, Neng Bing Doh"
RootsRated,45cf20ee-63bd-d645-897a-5d3fbbb37677,https://www.crunchbase.com/organization/rootsrated,4,"Dawson Wheeler, Fynn Glover, Gordon Seabury, Mark McKnight"
100 Danish,45d1326c-cd10-833d-dd0d-8323e94385da,https://www.crunchbase.com/organization/100-danish,2,"Joey Orlando, Trevor Collins"
Inuvo,462a8256-ac08-7441-3231-6c05d5f3b07a,https://www.crunchbase.com/organization/inuvo,2,"Scott Mitchell, Tobias Teeter"
RVshare,4630b907-508e-265b-c7df-fe097410cb38,https://www.crunchbase.com/organization/rvshare,3,"Joel Clark, Mark Jenney, Patrick Couch"
Planet3,463fe831-ad29-4b26-9d2c-a028608f0bda,https://www.crunchbase.com/organization/planet3,3,"Albert Lin, Tim Kelly, Vijay Lakshman"
Cien,4641a29c-13b1-d025-190a-53015a2a5d1d,https://www.crunchbase.com/organization/cien-inc,3,"Ben Strum, Margot Lebenberg Carter, Rob Kall"
NetObjex,468b6ef2-8900-c7a3-04ef-879055e9eaa2,https://www.crunchbase.com/organization/netobjex,5,"Georgey P Jacob, Harish Kamat, Mahesh R, Mohan Raman, Raghu Bala"
Appetize,46a60686-4045-3490-9715-71900af43930,https://www.crunchbase.com/organization/appetize,3,"Jason Pratts, Kevin Anderson, Max Roper"
Doximity,46a7242e-ff55-5748-a6d3-207bef892d3e,https://www.crunchbase.com/organization/doximity,3,"Jeff Tangney, Nate Gross, Shari Buck"
PeerStreet,46ad2aeb-c7fd-906c-5b5d-2481cde53f47,https://www.crunchbase.com/organization/peerstreet,2,"Brett Crosby, Brew Johnson"
Aha!,46cd9ddd-d292-f65d-9375-45b655400183,https://www.crunchbase.com/organization/aha,2,"Brian de Haaff, Chris Waters"
Neon Therapeutics,46dfce50-eba9-2b2c-2506-9a66a760c8d2,https://www.crunchbase.com/organization/neon-therapeutics,7,"Catherine Wu, Ed Fritsch, Eric Lander, James P. Allison, Nir Hacohen, Robert D. Schreiber, Ton Schumacher"
Plate IQ,46f85563-b545-7dc2-3497-d10036a2c61a,https://www.crunchbase.com/organization/plate-iq,2,"Bhavuk Kaul, Ram Jayaraman"
ArborBridge,46fd6b0f-f782-6d38-d6a3-4cbfc6287843,https://www.crunchbase.com/organization/arborbridge,2,"Andrew Finn, Tim Urban"
Plutora,4708be70-8c49-ef53-989d-73c9c54a1ebe,https://www.crunchbase.com/organization/plutora,2,"Dalibor Siroky, Sean Hamawi"
"antsle, Inc.",474aac81-2751-49ba-39fd-cffe15ab374d,https://www.crunchbase.com/organization/antsle-inc,3,"Bernd ""Bernie"" Blume, Johannes Dietzel, Kurt Neumann"
MealPal,47525276-327c-3427-d42b-1509e7aee358,https://www.crunchbase.com/organization/mealpal,2,"Katie Ghelli, Mary Biggins"
Allbound,47d4a36a-f734-a05b-6b66-f82ebabe3a88,https://www.crunchbase.com/organization/allbound,2,"Kyle Burnett, Scott Salkin"
Freckle Education,47d998d5-d128-00cc-0236-aec65f1fc1b9,https://www.crunchbase.com/organization/freckle-education,2,"Alexandr Kurilin, Sidharth Kakkar"
Glide,47dceda5-474e-8cbc-8198-3afec0cb7d9e,https://www.crunchbase.com/organization/glide,3,"Adam Korbl, Ari Roisman, Jonathan Caras"
Karius,47de20bb-d434-d5e3-7fbe-4e3492774650,https://www.crunchbase.com/organization/karius,3,"Mickey Kertesz, Steve Quake, Tim Blauwkamp"
Workona,47eace74-0006-4344-a739-80e039bcd19f,https://www.crunchbase.com/organization/workona,2,"Alma Madsen, Quinn Morgan"
SavingStar,47ed4625-382d-593d-287a-cbaa1142915f,https://www.crunchbase.com/organization/savingstar,2,"David Rochon, Michael Libenson"
KitSplit,481ea4cb-f3d1-edbb-6f08-518d6fce081f,https://www.crunchbase.com/organization/kitsplit,3,"Ken Amarit, Kristina Budelis, Lisbeth Kaufman"
Dynamic Yield,482e6aa9-6f39-7097-885f-33762de28c41,https://www.crunchbase.com/organization/dynamic-yield,3,"Liad Agmon, Ofer Zinger, Omri Mendellevich"
Trip.com,483b930f-674d-3900-16ff-c8fac9aae93f,https://www.crunchbase.com/organization/gogobot,2,"Ori Zaltzman, Travis Katz"
Slader,484726f2-27b0-b846-ba1f-7aaf0ee9b46f,https://www.crunchbase.com/organization/slader,2,"Kyle Gerrity, Scott Kolb"
OfficeLuv,484fcc09-0920-88b0-1369-9775b6529881,https://www.crunchbase.com/organization/officeluv,2,"Chris Hartman, Kathryn Saluke"
Boa Logistics,486253d2-d04b-46ff-b5ff-da0c820a3d69,https://www.crunchbase.com/organization/boa-logistics,2,"Matthew Mugar, Walter Lopes"
Health Coach Institute,4891ced8-5e06-4918-b67a-3db6f4608c4d,https://www.crunchbase.com/organization/health-coach-institute,2,"Carey Peters, Stacey Morgenstern"
Augmedix,48be7d45-10cb-0883-ce04-7bb7271f8720,https://www.crunchbase.com/organization/augmedix,2,"Ian Shakil, Pelu Tran"
Keeper Security,48dbfae0-6647-9713-b792-72a0a4ea238d,https://www.crunchbase.com/organization/keeper-security,2,"Craig Lurey, Darren Guccione"
Prezi,48ee5f15-554e-f289-3ecc-dac13555eca4,https://www.crunchbase.com/organization/prezi,3,"Adam Somlai, Peter Arvai, PÃÂ©ter HalÃÂ¡csy"
Hometap,48f876bc-f3b1-45a7-a888-1f22377ed954,https://www.crunchbase.com/organization/hometap,4,"Andrew Vassallo, Charlie Vrettos, Jeffrey Glass, Maxwell P. Campion"
IndustryStar,4905c3d3-b861-6740-d4e3-fdd9c9fa1dd5,https://www.crunchbase.com/organization/industrystar,2,"Tony Lancione, William Crane"
Airdo,491ed3f7-6f73-4c2e-826b-90370a164c15,https://www.crunchbase.com/organization/airdo,4,"Ed Fairman, Lukasz Dworakowski, Nathan Bui, Steven Santos"
CARMERA,492275ba-18af-b074-c7a2-83182fa10806,https://www.crunchbase.com/organization/carmera,2,"Justin Day, Ro Gupta"
Reflik,4929dc12-30b6-4357-e9dd-50f9e0d1ae50,https://www.crunchbase.com/organization/reflik--inc-,2,"Ash Geria, Ashish Vachhani"
Dome9 Security,4972f104-32dc-0f4a-79d1-3519331ca7c2,https://www.crunchbase.com/organization/dome9-security,2,"Roy Feintuch, Zohar Alon"
VOIQ,498e2599-287d-cfd5-c7e8-888edbbbdede,https://www.crunchbase.com/organization/voiq,2,"Jessica Taggart, Ricardo Garcia-Amaya"
Hedera Hashgraph,49b69b35-5998-4967-be6b-480f484ddbd9,https://www.crunchbase.com/organization/hashgraph,2,"Leemon Baird, Mance Harmon"
imgix,49c8e00b-3339-ec09-e1c8-818aafa2beb9,https://www.crunchbase.com/organization/imgix,2,"Chris Zacharias, Jeremy Larkin"
Empire Flippers,49dd03f8-2f3f-0587-09c6-a05b54deeef6,https://www.crunchbase.com/organization/empire-flippers,3,"Joseph Magnotti, Justin Cooke, Justin Cooke"
Brandboom,49fe78e8-057c-a8f6-1248-0a4b6623175c,https://www.crunchbase.com/organization/brandboom,3,"Eric Ni, Jason Tsai, Ken Leung"
Cloudwords,49fee644-5ff0-e5c4-16f7-add69ad6b0ee,https://www.crunchbase.com/organization/cloudwords,2,"Michael Meinhardt, Scott Yancey"
LaunchDarkly,4a08a6cd-1f18-0d58-4012-927a095a8e53,https://www.crunchbase.com/organization/launchdarkly,2,"Edith Harbaugh, John Kodumal"
"Payline Data, LLC",4a1f2a14-5424-366e-4efa-b32f538c8780,https://www.crunchbase.com/organization/payline-data-llc,2,"Jeff Shea, Steve Blentlinger"
Leadpages,4a1fe3ab-3881-0ba0-c1dd-20686c6152a9,https://www.crunchbase.com/organization/leadpages,2,"Clay Collins, Tracy Simmons"
Reputation Resolutions,4a21c1a3-f503-da59-2ffc-dfcd4f2f1aa7,https://www.crunchbase.com/organization/reputation-resolutions,2,"Anthony Will, Stephen Van Delinder"
Ancient Nutrition,4a2b368f-956c-461a-8598-7515570b82e7,https://www.crunchbase.com/organization/ancient-nutrition,2,"Jordan Rubin, Josh Axe"
TOPO,4a33a028-5d49-061f-1a0c-6f98a43d0eb3,https://www.crunchbase.com/organization/topo,2,"Craig Rosenberg, SCOTT ALBRO"
truBrain,4a3a9f6e-ceb1-b15a-bdf4-abb4d2766f79,https://www.crunchbase.com/organization/trubrain,2,"Andrew Hill, Christopher Thompson"
Signallamp Health,4a3ee6e0-f62c-aff2-1957-7dc0be3ff46c,https://www.crunchbase.com/organization/signallamp-health,2,"Andrew Goldberg, Drew Kearney"
Elysium Health,4a426436-eb36-73f9-a403-bdaf5f89e6b3,https://www.crunchbase.com/organization/elysium-health,3,"Dan Alminana, Eric Marcotulli, Leonard Guarente"
BloomReach,4a4e17f6-e4d1-c5f5-464f-4375a00996dc,https://www.crunchbase.com/organization/bloomreach,2,"Ashutosh Garg, Raj De Datta"
Dataminr,4a5a1f99-423c-052c-8da3-9e43d703a8b8,https://www.crunchbase.com/organization/dataminr,2,"Jeff Kinsey, Ted Bailey"
InvitedHome,4a7037d6-f014-2428-0859-35560b50d1bb,https://www.crunchbase.com/organization/invitedhome,3,"Henry Parry-Okeden, Michael Joseph, Tom Feldhusen"
VNN,4a8766bd-2d0f-0283-d3cb-1d790a0fde2c,https://www.crunchbase.com/organization/varsity-news-network,3,"Matthew Anderson, Ryan Vaughn, Topher DeRosia"
TrustYou,4aa6017d-4765-e661-efaf-73154c430e17,https://www.crunchbase.com/organization/trustyou,2,"Benjamin Jost, Jakob Riegger"
Fandor,4aabbf90-5433-1381-d771-594c6f79d50f,https://www.crunchbase.com/organization/fandor,3,"Albert Reinhardt, Dan Aronson, Jonathan Marlow"
"Aurrion, Inc.",4aac9883-85cd-7fdd-4cab-4d0d2279c8e7,https://www.crunchbase.com/organization/aurrion,2,"Alexander Fang, John Bowers"
Studio71,4ab28001-0950-2852-231c-26e9d840df03,https://www.crunchbase.com/organization/studio71,3,"Dan Weinstein, Michael Green, Reza Izad"
Tongal,4ac08c01-8ae2-49c4-2aa6-fdc0085c5d40,https://www.crunchbase.com/organization/tongal,3,"James DeJulio, Mark Burrell, Rob Salvatore"
"Waggl, Inc.",4ac42a87-215e-4018-affd-58490624b0d3,https://www.crunchbase.com/organization/waggl,4,"Adam Tanner, David Timby, Drew Batshaw, Michael Papay"
Viki,4ae2007a-661c-5108-58f6-9add19edd56b,https://www.crunchbase.com/organization/viki,3,"Changseong Ho, Jiwon Moon, Razmig Hovaghimian"
Qordoba,4b2a5307-a781-e6f1-9f3f-656fb3e6604d,https://www.crunchbase.com/organization/qordoba,2,"May Habib, Waseem AlShikh"
Process Street,4b8bbca0-8d2f-a527-2687-4cc39a82c35d,https://www.crunchbase.com/organization/process-street,2,"Cameron McKay, Vinay Patankar"
Saucey,4b8f33f1-43ab-5792-582e-7227c59f8a3a,https://www.crunchbase.com/organization/saucey,3,"Andrew Zeck, Chris Vaughn, Daniel Leeb"
Hazelcast,4b8f3b63-1511-5b5d-1eec-14c554db73e6,https://www.crunchbase.com/organization/hazelcast,3,"Enes Akar, Fuad Malikov, Talip Ozturk"
StudyBlue,4b91f56a-bb3f-16b1-9683-bd67ede60529,https://www.crunchbase.com/organization/studyblue,2,"Chris Klundt, Dave Sargent"
Rethink Robotics,4ba8a5f0-1a4b-1e40-810e-d42eec040ddd,https://www.crunchbase.com/organization/rethink-robotics,2,"Ann Whittaker, Rodney Brooks"
UNUM,4bb98dcf-73d2-f063-0ad2-137479e48477,https://www.crunchbase.com/organization/unum,3,"Dillon Morgan, Jarrett Chen, Kaley Morgan"
Plexxi,4bbb8e2e-c862-10fc-a211-e2f8618b70f1,https://www.crunchbase.com/organization/plexxi,3,"David Husak, Ephraim Dobbins, Mat Mathews"
Well Beyond Care,4bc26be0-7bb0-0827-b17e-a129d1903058,https://www.crunchbase.com/organization/well-beyond-care,2,"Jeffrey Fry, Lauren Tarrant"
ClearSlide,4bd328af-1e0b-3fa8-6ba3-2401e9ebf323,https://www.crunchbase.com/organization/clearslide,2,"Al Lieb, Jim Benton"
Roambee,4be2da38-de99-8bf9-d2c1-e8d362e6b5c2,https://www.crunchbase.com/organization/roambee-corporation,2,"Sanjay Sharma, Vidya Subramanian"
Ahalogy,4be32042-71bc-2bac-ce76-880235b916b7,https://www.crunchbase.com/organization/ahalogy,2,"Bob Gilbreath, Michael Wohlschlaeger"
WePay,4be64cac-36f7-2ba6-415e-e35e0771c11a,https://www.crunchbase.com/organization/wepay,2,"Bill Clerico, Richard Aberman"
Gong.io,4be78649-78cf-f8f8-8916-93ffa201fc92,https://www.crunchbase.com/organization/gong-io,2,"Amit Bendov, Eilon Reshef"
Smarking,4c066f1c-7acb-30a6-5a56-93161397e043,https://www.crunchbase.com/organization/smarking,2,"Maokai Lin, Wen Sang"
Edmodo,4c09ae2e-fbe9-c548-bbcf-1c2a11ecd78c,https://www.crunchbase.com/organization/edmodo,3,"Charles Rosendahl, Jeff O'Hara, Nicolas Borg"
CoreOS,4c0c6d92-2721-26cc-f3d2-e943867e2f51,https://www.crunchbase.com/organization/coreos,2,"Alex Polvi, Brandon Philips"
FORMA Therapeutics,4c17bfd0-4d5b-30b5-3cab-e9d66a96e23c,https://www.crunchbase.com/organization/forma-therapeutics,3,"Alexis Borisy, Nikolai Kley, Steven Tregay"
mySidewalk,4c1b8741-a80a-0965-cfd7-8d3cb622e664,https://www.crunchbase.com/organization/mysidewalk,2,"Nick Bowden, Stephen Hardy"
Auryc,4c38df65-9160-0295-4e1a-de5e6c7c779d,https://www.crunchbase.com/organization/auryc,3,"Amod Setlur, Feng Shao, Jinlin Wang"
Hedgeable,4c59e553-e13c-6360-231c-341505b9f370,https://www.crunchbase.com/organization/hedgeable,2,"Matthew Kane, Mike Kane"
Vaultize,4c5d89ac-b38f-6727-0fb1-3e444402a5ce,https://www.crunchbase.com/organization/vaultize,2,"Anand Kekre, Ankur Panchbudhe"
Intellia Therapeutics,4c62c81a-c5bb-5535-73af-e40d52ac1c4d,https://www.crunchbase.com/organization/intellia-therapeutics,8,"Andy May, Derrick Rossi, Erik Sontheimer, Jennifer A. Doudna, Luciano Marraffini, Nessan Bermingham, Rachel E. Haurwitz, Rodolphe Barrangou"
Ario,4c808311-ba32-1b8a-c3d2-da1c3fb03dc5,https://www.crunchbase.com/organization/ario,3,"Bing Chen, Brian Hoskins, Dale Dell'Ario"
BrightFarms,4c838153-5593-bbd9-d28d-d0dfbf6c94ae,https://www.crunchbase.com/organization/brightfarms,2,"Paul Lightfoot, Ted Caplow"
Brokermint,4c9f42e9-d94d-4015-aa2c-4a0c6ea9bf17,https://www.crunchbase.com/organization/brokermint,2,"Andrew Chishchevoy, Yuri Storozhenko"
BarkBox,4cb7db7b-0581-3c51-3ff1-8ae84a0a101e,https://www.crunchbase.com/organization/barkbox,3,"Carly Strife, Henrik Werdelin, Matt Meeker"
Speechpad,4cdb16d1-9e1d-fa4a-fb01-5148205cf1fb,https://www.crunchbase.com/organization/speechpad,3,"David Feinleib, Ernie Beernink, Mike Ruf"
BlueVine,4d06f6dc-aed0-c302-efe6-d05f9dab3a0a,https://www.crunchbase.com/organization/bluevine,3,"Eyal Lifshitz, Moti Shatner, Nir Klar"
Rebecca Minkoff,4d094d47-913a-20da-6272-dccf9142c692,https://www.crunchbase.com/organization/rebecca-minkoff,2,"Rebecca Minkoff, Uri Minkoff"
Starcity,4d09d632-5d80-3db1-0aac-f5a0081e55dc,https://www.crunchbase.com/organization/starcity,4,"Jesse Suarez, Jon Dishotsky, Josh Lehman, Mo Sakrani"
Pack Health,4d234222-635a-c78d-a64a-ca9a1d043d5d,https://www.crunchbase.com/organization/pack-health,2,"Mazi Rasulnia, Will Wright"
Wonderschool,4d6d8ad0-ee3d-9055-9fbd-21184adbdcd2,https://www.crunchbase.com/organization/wonderschool,2,"Arrel Gray, Chris Bennett"
DataRPM Corporation,4dc744ca-7a42-37db-20d7-261aa3776956,https://www.crunchbase.com/organization/datarpm,3,"Gautam Shyamantak, Ruban Phukan, Sundeep Sanghavi"
Molo,4dc98328-9d48-ce86-dd49-0aa91690f418,https://www.crunchbase.com/organization/molo,2,"Lucas Isola, Rocko Stojiljkovic"
Omaze,4dcaf239-9ddf-d260-fe9d-611b672dbddb,https://www.crunchbase.com/organization/omaze,2,"Matt Pohlson, Ryan Cummins"
Remitly,4dce1545-2bb5-bd62-5175-b2b103661d24,https://www.crunchbase.com/organization/remitly,3,"Joshua Hug, Matthew Oppenheimer, Shivaas Gulati"
Relay Network,4dd834c0-ccb8-ed00-6029-c08cecbec25b,https://www.crunchbase.com/organization/relay-network,4,"Andy Newcomb, Matt Gillin, Paul Raden, Steve Gillin"
Coursera,4ddbfe0a-f3f9-9227-634a-163ed847a4f8,https://www.crunchbase.com/organization/coursera,2,"Andrew Ng, Daphne Koller"
Loot Crate,4de6825c-ab2b-ec31-ce23-59988cdc2ca7,https://www.crunchbase.com/organization/loot-crate,2,"Chris Davis, Matthew Arevalo"
Yotpo,4e270c1f-0fef-5f01-1ad5-01ac8d1dbb74,https://www.crunchbase.com/organization/yotpo,2,"Omri Cohen, Tomer Tagrin"
Kit,4e360a7e-f264-f046-0af0-1c64ae562a6e,https://www.crunchbase.com/organization/kit,2,"Michael Perry, Mike Taylor"
Memebox Corporation,4e444311-1a0f-adf5-4680-bc4da3a8a900,https://www.crunchbase.com/organization/memebox,2,"Doin Kim, Hyungseok Dino Ha"
Home61,4e4dce08-d3bc-59aa-1788-63bacba66de0,https://www.crunchbase.com/organization/home61,4,"Cyrille Carbonnier, Olivier Brion, Olivier Grinda, Peter Abrams"
fuboTV,4e5a2886-259d-f4d8-7a36-c1f138dabb80,https://www.crunchbase.com/organization/fubotv,3,"Alberto Horihuela, David Gandler, Sung Ho Choi"
MSI Data,4e67bc9f-4347-efc4-a04b-ff9a475fee50,https://www.crunchbase.com/organization/msi-data,2,"Harvey Shovers, Pete Piotrowski"
Cumulus Networks,4e6f3674-aeb6-27bc-1eca-a47d96ee5167,https://www.crunchbase.com/organization/cumulus-networks,2,"JR Rivers, Nolan Leake"
Civitas Learning,4e974a51-40ac-7096-88fa-364c149309e1,https://www.crunchbase.com/organization/civitas-learning,3,"Charles Thornburgh, Laura Malcolm, Mark Milliron"
YCharts,4ed3caa0-8b98-3f81-e1b2-50668747222e,https://www.crunchbase.com/organization/ycharts,2,"Ara Anjargolian, Shawn Carpenter"
eXp Realty,4ed684a3-748e-6e89-0343-1c27e3ee42a0,https://www.crunchbase.com/organization/exp-realty,2,"Brian Culhane, Glenn Sanford"
Smartcar,4f177084-32b2-7ef2-a56e-942676926b6b,https://www.crunchbase.com/organization/smartcar,2,"Sahas Katta, Sanketh Katta"
Suvoda,4f1e34a1-7f23-f21d-3eba-5fe589b8c57e,https://www.crunchbase.com/organization/suvoda,6,"Amity Cox, Andrea Bradbury, Jagath Wanninayake, Marc Lisi, Marius Manole, Robert Hummel"
Lanetix,4f1ea17e-b06c-e259-e54c-5e8593f61c36,https://www.crunchbase.com/organization/lanetix,4,"Aaron Sasson, John Golob, Natasha Oxenburgh, Troy Goode"
Kredible,4f354290-d5ba-b491-28e5-c447bd757794,https://www.crunchbase.com/organization/kredible,3,"Brad Shepard, Dion DeLoof, Paul Sims"
Cyphort,4f3eed85-1fab-f448-8f92-7126d202ed0d,https://www.crunchbase.com/organization/cyphort,4,"Ali Golshan, Fengmin Gong, Jim Binder, Robert de Monts"
